id,distance_from_goal,angle_from_goal,angle_from_shot_location_on_goal,dif_goal_centre_from_goal_loc,goal_y,saved,power
418,36.5999984741211,10.3888578414917,23.4286918640137,9,2,1,1
419,58.2494621276855,34.5085220336914,35.3112144470215,1,4,1,2
420,52.0618858337402,62.5490036010742,57.171459197998,9,3,1,2
421,41.085765838623,28.8107929229736,22.348108291626,5,4,0,1
422,36.5999984741211,10.3888578414917,5.71059322357178,3,3,1,2
423,52.0618858337402,62.5490036010742,67.2380294799805,11,3,0,2
424,51.9234046936035,22.4161472320557,23.4286918640137,1,2,1,2
425,61,10.3888578414917,5.71059322357178,5,4,0,2
426,24.0117168426514,51.3401908874512,57.7243537902832,5,3,1,2
427,36.5999984741211,10.3888578414917,-6.96825695037842,11,3,0,2
428,24.890962600708,15.3762512207031,25.7960262298584,5,4,1,0
429,24.890962600708,15.3762512207031,8.53076553344727,3,3,1,1
430,24.890962600708,15.3762512207031,33.023868560791,9,4,0,2
431,79.2022705078125,24.6235656738281,31.4295654296875,11,1,0,2
432,48.8364601135254,42.5104484558105,31.4295654296875,11,3,0,2
433,36.5999984741211,10.3888578414917,20.6954498291016,7,3,0,2
434,36.5999984741211,10.3888578414917,17.8600940704346,5,2,0,2
435,31.1133403778076,39.522632598877,43.5312004089355,3,3,1,1
436,18.75,36.8698959350586,50.5826072692871,7,4,0,2
437,81.3941040039063,42.5104484558105,36.2538375854492,11,4,1,1
438,36.5999984741211,10.3888578414917,14.93141746521,3,2,1,2
439,40.8044128417969,53.9726257324219,47.2906112670898,7,4,1,2
440,58.5699577331543,52.0735359191895,48.8534812927246,5,4,1,2
441,24.0117168426514,51.3401908874512,61.6069793701172,9,2,1,1
442,24.890962600708,15.3762512207031,-10.3888578414917,11,4,0,2
443,48.8364601135254,42.5104484558105,35.8376541137695,7,4,0,2
444,30.2334671020508,60.2551193237305,65.7185363769531,7,3,1,2
445,15.4616460800171,14.0362434387207,-19.2900466918945,9,4,0,2
446,24.890962600708,15.3762512207031,-5.71059322357178,9,4,0,2
447,24.890962600708,15.3762512207031,36.2538375854492,11,4,0,1
448,68.4762725830078,28.8107929229736,32.3474426269531,5,3,1,2
449,15.4616460800171,14.0362434387207,44.5185356140137,11,4,0,1
450,36.5999984741211,10.3888578414917,14.93141746521,3,1,0,3
451,96.6281509399414,6.53663349151611,11.7682886123657,9,1,0,3
452,40.8044128417969,53.9726257324219,59.0362434387207,7,4,0,3
453,24.890962600708,15.3762512207031,33.023868560791,9,4,0,1
454,27.75,71.0753555297852,68.838737487793,3,4,1,2
455,24.890962600708,15.3762512207031,-10.3888578414917,11,2,0,1
456,40.8044128417969,53.9726257324219,47.2906112670898,7,4,0,2
457,72.8354339599609,8.686354637146,4.76364183425903,5,4,1,2
458,24.890962600708,15.3762512207031,21.8014087677002,3,3,1,1
459,84.7171783447266,7.46056604385376,9.46232223510742,3,4,1,2
460,24.890962600708,15.3762512207031,8.53076553344727,3,2,0,2
461,72.8354339599609,8.686354637146,15.5241107940674,9,4,1,2
462,40.8044128417969,53.9726257324219,51.3401908874512,3,4,1,2
463,48.4516258239746,7.82907629013062,4.28915309906006,3,3,1,2
464,36.5999984741211,10.3888578414917,14.93141746521,3,1,0,3
465,48.8364601135254,42.5104484558105,45,3,3,1,2
466,64.0652770996094,67.9992980957031,70.6651916503906,9,4,1,2
467,36.5999984741211,10.3888578414917,-3.81407475471497,9,4,0,2
468,11.6431312561035,75.0685806274414,36.8698959350586,9,4,0,1
469,18.75,36.8698959350586,34.3460960388184,1,4,1,1
470,48.8364601135254,42.5104484558105,37.8749847412109,5,3,1,1
471,48.4516258239746,7.82907629013062,18.0041618347168,9,4,0,1
472,30.2334671020508,60.2551193237305,45.4735069274902,11,4,1,1
473,58.2494621276855,34.5085220336914,39.8055725097656,7,2,1,3
474,36.5999984741211,10.3888578414917,8.84181499481201,1,2,1,1
475,51.9234046936035,22.4161472320557,30.9637565612793,9,3,1,2
476,24.890962600708,15.3762512207031,33.023868560791,9,4,0,1
477,68.4762725830078,28.8107929229736,29.538782119751,1,4,1,1
478,24.890962600708,15.3762512207031,25.7960262298584,5,4,1,2
479,41.085765838623,28.8107929229736,30.018367767334,1,3,1,2
480,66.6216201782227,43.9053077697754,36.2538375854492,11,4,1,1
481,58.5699577331543,52.0735359191895,57.8148956298828,11,3,1,2
482,36.5999984741211,10.3888578414917,2.5448043346405,5,3,1,2
483,52.0618858337402,62.5490036010742,58.5231590270996,7,4,1,2
484,61,10.3888578414917,1.90915238857269,9,3,0,3
485,36.5999984741211,10.3888578414917,-0.636593580245972,7,4,0,2
486,76.3698883056641,51.0589866638184,54.9405746459961,9,3,1,2
487,14.4070291519165,51.3401908874512,14.0362434387207,9,3,0,2
488,54.7448616027832,80.5376815795898,82.1168594360352,11,4,1,3
489,9.75,22.6198654174805,4.76364183425903,3,3,0,2
490,15.4616460800171,14.0362434387207,-4.76364183425903,5,4,0,2
491,79.2022705078125,24.6235656738281,29.0546035766602,7,3,1,2
492,48.8364601135254,42.5104484558105,31.4295654296875,11,4,0,2
493,61,10.3888578414917,18.4349479675293,9,2,0,2
494,40.8044128417969,53.9726257324219,47.2906112670898,7,4,1,1
495,48.8364601135254,42.5104484558105,45,3,3,1,2
496,18.75,36.8698959350586,22.6198654174805,5,3,0,2
497,24.890962600708,15.3762512207031,21.8014087677002,3,1,0,2
498,4.80234336853027,51.3401908874512,74.4071884155273,7,4,0,1
499,30.2334671020508,60.2551193237305,64.3589935302734,5,4,1,1
500,26.4208717346191,83.4802017211914,85.1354827880859,9,3,0,2
501,11.6431312561035,75.0685806274414,36.8698959350586,9,4,0,2
502,58.2494621276855,34.5085220336914,24.6235656738281,11,4,0,2
503,72.8354339599609,8.686354637146,4.76364183425903,5,4,1,3
504,15.4616460800171,14.0362434387207,35.6279067993164,7,4,0,1
